0 23.210
1 23.095
2 23.730
4 22.054
3 23.436
5 22.781
7 22.748
8 22.809
6 25.771
9 22.871
11 22.647
13 21.461
12 24.506
14 22.063
10 27.656
16 21.428
15 25.473
19 21.910
20 21.354
21 22.781
24 21.706
17 30.948
18 35.051
23 29.558
29 23.211
22 32.770
26 32.149
35 21.526
27 34.719
25 38.030
39 22.615
40 21.442
41 21.567
30 37.250
28 39.711
31 36.512
32 35.856
43 22.760
46 22.873
33 41.501
45 26.845
34 40.367
36 37.923
51 21.449
38 39.282
37 40.524
42 37.953
53 24.652
47 35.335
44 40.368
58 23.325
56 27.208
49 39.474
48 41.823
52 37.769
64 25.791
69 21.502
50 46.356
70 23.510
54 43.134
55 44.587
73 22.913
59 40.835
77 21.768
78 21.531
57 48.494
61 44.441
60 45.764
63 45.007
82 22.282
85 22.169
62 50.995
86 22.768
65 52.204
71 47.648
66 55.630
94 22.832
67 56.160
97 21.486
96 23.883
72 54.842
68 59.762
74 54.923
75 57.845
79 52.970
76 58.580
103 25.502
111 22.844
81 60.399
80 62.047
83 63.158
84 67.613
121 22.608
92 58.294
88 64.007
93 60.892
91 64.366
87 69.879
125 23.581
89 70.492
128 23.080
95 64.045
90 70.585
129 22.931
98 61.676
131 23.026
100 64.648
99 66.871
101 66.635
105 62.791
102 67.193
139 22.340
141 23.647
140 25.307
104 69.718
110 65.171
147 21.445
109 68.692
148 21.910
107 72.226
113 66.159
112 67.803
116 64.427
151 21.497
106 78.123
152 22.856
108 78.268
117 69.069
118 68.105
114 73.267
119 67.318
122 65.179
157 22.681
123 65.382
115 75.893
162 21.607
127 64.514
124 68.530
120 76.569
164 22.812
130 64.541
165 22.964
126 71.717
168 21.507
134 64.173
136 63.984
175 20.939
135 70.037
132 74.048
133 75.475
137 71.937
146 63.675
180 22.612
149 65.713
143 76.479
187 22.692
138 85.658
150 70.958
144 80.525
145 79.376
154 72.210
195 22.575
196 23.077
156 72.690
198 21.360
153 77.258
142 91.491
199 21.544
160 71.021
161 70.718
155 83.369
163 73.593
166 70.307
158 80.409
172 64.349
159 81.534
169 69.331
167 73.230
173 66.714
170 70.482
176 65.597
171 72.017
177 66.387
174 70.372
186 56.165
179 65.583
181 63.255
182 62.009
183 61.058
184 59.986
178 67.737
185 59.347
191 52.008
190 53.955
192 52.334
189 56.142
193 51.393
194 50.351
197 46.994
188 58.218
