135	20.27
72	20.935
122	20.999
130	21.022
148	21.056
145	21.058
178	21.074
19	21.156
108	21.192
89	21.213
35	21.257
197	21.265
71	21.303
93	21.324
144	21.356
188	21.383
195	21.385
190	21.413
115	21.421
64	21.456
13	21.495
153	21.497
59	21.512
15	21.529
124	21.543
104	21.555
107	21.587
90	21.592
141	21.632
192	21.646
58	21.659
62	21.662
155	21.666
138	21.683
113	21.734
111	21.752
163	21.79
51	21.796
109	21.805
94	21.824
28	21.83
120	21.872
193	21.872
48	21.873
92	21.895
68	21.944
126	21.945
186	21.962
26	21.969
86	21.992
106	22.03
100	22.075
196	22.076
177	22.079
156	22.087
98	22.099
14	22.101
73	22.15
55	22.18
102	22.282
95	22.307
112	22.307
136	22.322
23	22.37
149	22.377
2	22.387
183	22.397
11	22.403
128	22.419
160	22.423
165	22.447
189	22.448
67	22.452
30	22.461
173	22.47
139	22.472
127	22.487
18	22.49
172	22.496
159	22.506
1	22.537
198	22.539
199	22.543
110	22.578
181	22.582
75	22.594
194	22.597
80	22.599
140	22.602
123	22.603
162	22.609
114	22.614
17	22.632
32	22.634
101	22.642
116	22.646
22	22.652
103	22.653
105	22.664
85	22.67
158	22.676
157	22.689
63	22.699
29	22.701
171	22.703
133	22.705
8	22.706
77	22.708
143	22.714
40	22.72
176	22.728
16	22.734
118	22.741
146	22.749
65	22.756
161	22.782
131	22.798
10	22.814
129	22.822
79	22.831
7	22.848
147	22.849
191	22.854
91	22.88
152	22.882
12	22.883
132	22.884
76	22.904
4	22.905
182	22.947
43	22.948
99	22.95
137	22.953
54	22.963
21	22.971
167	22.987
49	23.012
9	23.038
185	23.054
0	23.077
47	23.095
78	23.1
5	23.115
97	23.12
25	23.206
84	23.232
61	23.238
27	23.257
6	23.261
24	23.265
170	23.265
164	23.288
56	23.295
134	23.319
96	23.377
184	23.484
82	23.562
52	23.598
125	23.712
38	23.743
60	23.743
69	23.745
119	23.747
169	23.839
20	23.88
121	23.884
3	23.897
66	23.937
142	23.937
57	23.95
42	23.992
117	24.059
33	24.137
50	24.233
34	24.267
151	24.275
41	24.294
150	24.312
154	24.437
81	24.446
174	24.617
187	24.765
87	24.914
88	25.11
45	25.12
166	25.25
36	25.322
31	25.606
83	25.609
179	25.633
53	25.634
39	25.77
175	25.843
168	26.109
46	26.277
180	26.452
44	26.493
37	26.79
74	27.129
70	28.023
