124	21.011
148	21.112
133	21.255
7	21.27
41	21.285
59	21.312
108	21.329
13	21.428
70	21.44
9	21.454
26	21.458
183	21.488
182	21.525
160	21.542
146	21.634
91	21.64
115	21.704
83	21.714
84	21.741
140	21.784
155	21.844
71	21.883
62	21.908
162	21.917
137	21.932
43	21.963
125	22.071
20	22.122
22	22.261
72	22.337
167	22.453
127	22.48
65	22.482
95	22.494
53	22.596
82	22.665
104	22.67
8	22.677
35	22.679
18	22.693
63	22.697
165	22.701
102	22.702
199	22.705
81	22.723
5	22.774
119	22.857
166	22.878
60	22.962
10	22.986
25	23.051
141	23.07
4	23.079
144	23.1
80	23.105
0	23.115
1	23.142
164	23.162
97	23.196
46	23.225
67	23.251
6	23.405
185	23.441
191	23.455
118	23.678
129	23.855
110	23.878
42	24.25
3	24.36
2	24.694
14	25.961
198	26.974
11	30.793
12	30.814
79	30.974
76	31.161
69	31.832
16	31.916
78	32.849
75	34.163
74	34.465
68	34.518
57	34.643
73	34.649
17	34.696
19	34.713
86	34.985
15	35.044
77	36.038
58	36.302
88	36.431
21	36.556
87	37.108
23	37.125
66	37.172
64	37.182
61	37.333
30	38.084
28	38.585
45	38.741
32	38.774
52	39.078
47	39.128
51	39.217
31	39.224
24	39.613
55	39.726
54	40.54
40	40.679
56	40.692
34	40.818
39	41.62
27	41.781
44	41.984
49	42.121
29	42.435
89	42.532
48	42.598
50	42.643
37	42.658
85	42.727
36	44.172
90	44.317
38	45.301
92	45.391
103	45.599
33	45.77
196	46.754
197	47.784
94	48.307
195	49.655
106	49.846
111	51.033
99	51.33
101	51.36
100	51.497
93	52.032
96	52.123
193	52.278
192	52.319
194	52.734
116	52.762
98	53.067
109	53.163
189	53.62
190	54.092
128	55.095
123	55.862
188	57.609
187	58.443
105	58.523
186	58.736
134	60.254
121	60.58
131	61.483
107	61.53
126	61.727
180	62.095
184	62.113
130	62.286
120	62.726
117	62.776
143	63.718
158	63.853
181	64.14
179	64.247
122	64.278
132	64.755
173	64.944
176	65.205
178	65.343
112	65.96
114	66.187
174	66.332
139	66.707
169	66.715
170	66.829
161	66.887
171	66.913
113	67.243
145	67.248
156	67.689
149	67.931
175	68.163
177	68.718
172	68.9
135	69.257
142	70.279
159	72.04
150	72.104
168	72.363
138	72.903
163	73.242
136	74.496
151	74.937
153	76.226
152	76.383
157	77.512
154	79.23
147	82.219
