36	20.225
128	21.059
165	21.195
95	21.257
180	21.318
41	21.322
58	21.337
121	21.385
79	21.435
7	21.457
34	21.463
82	21.517
158	21.556
47	21.734
12	21.815
43	21.881
127	21.924
53	21.951
167	21.97
182	22.009
39	22.138
48	22.269
117	22.377
130	22.382
26	22.41
83	22.421
151	22.455
93	22.474
103	22.475
66	22.479
152	22.519
136	22.545
192	22.553
8	22.554
99	22.589
90	22.59
18	22.598
107	22.631
190	22.64
161	22.672
146	22.686
84	22.693
181	22.72
62	22.742
33	22.749
4	22.771
174	22.791
14	22.797
11	22.813
195	22.865
91	22.869
28	22.879
132	22.929
0	22.948
56	22.953
106	22.955
96	22.978
125	22.984
193	23.018
3	23.031
10	23.042
23	23.045
148	23.088
42	23.128
98	23.149
164	23.215
49	23.245
1	23.25
92	23.271
138	23.271
109	23.281
13	23.287
104	23.33
6	23.34
97	23.377
74	23.381
80	23.433
178	23.439
2	23.57
141	23.625
5	23.644
162	23.684
142	23.87
15	23.874
135	23.914
144	23.929
9	23.966
159	24.251
143	24.269
134	24.281
139	24.309
54	24.325
101	24.395
137	24.476
105	24.914
77	25.683
133	25.74
140	25.803
131	25.947
116	26.187
145	26.276
149	26.418
111	26.621
147	26.626
123	26.687
129	26.693
100	26.735
199	27.093
19	27.248
88	27.293
94	27.405
122	27.465
118	27.543
20	27.619
110	27.816
198	28.154
25	28.221
197	28.273
17	28.288
51	28.343
150	28.37
102	28.532
29	28.559
115	28.623
154	28.676
45	28.814
38	28.851
35	28.872
85	28.991
37	29.086
40	29.089
46	29.094
196	29.243
30	29.291
87	29.436
112	29.442
27	29.519
16	29.602
108	29.85
120	29.906
153	29.909
124	30.095
22	30.244
114	30.344
126	30.353
155	30.401
65	30.523
31	30.584
21	30.593
160	30.661
119	31.064
168	31.146
24	31.253
32	31.352
44	31.457
194	31.482
89	31.494
113	31.755
157	31.828
171	31.882
86	32.178
170	32.195
81	32.684
191	32.815
163	33.04
64	33.054
52	33.246
67	33.327
71	33.499
76	33.658
69	33.908
156	34.083
55	34.381
78	34.396
184	34.558
50	34.575
73	34.698
57	34.881
75	35.133
61	35.324
72	35.522
189	35.746
175	36.264
173	36.401
176	36.516
60	36.554
70	36.938
63	37.035
186	37.309
68	37.488
172	37.503
187	37.574
59	37.79
185	37.835
188	37.928
166	37.946
169	38.001
179	38.246
183	39.085
177	39.216
