41	20.259
7	20.324
20	20.955
6	20.985
139	21
167	21.059
42	21.06
28	21.096
65	21.098
148	21.145
39	21.147
197	21.259
170	21.265
93	21.317
63	21.353
137	21.368
31	21.384
71	21.385
17	21.411
143	21.437
183	21.445
61	21.466
87	21.479
33	21.502
90	21.521
43	21.528
182	21.532
30	21.539
155	21.56
177	21.563
161	21.566
153	21.573
45	21.581
194	21.585
36	21.618
51	21.682
138	21.688
168	21.715
80	21.718
166	21.725
68	21.747
144	21.747
178	21.752
69	21.81
184	21.828
191	21.834
27	21.836
49	21.907
54	21.933
59	21.935
162	21.943
172	21.944
145	22.021
102	22.045
190	22.053
40	22.06
52	22.065
173	22.117
125	22.185
195	22.186
92	22.225
159	22.26
37	22.277
171	22.352
176	22.37
53	22.376
192	22.391
157	22.403
124	22.41
189	22.418
46	22.434
128	22.442
26	22.45
78	22.458
96	22.486
196	22.507
29	22.51
160	22.515
66	22.519
13	22.538
77	22.563
60	22.564
152	22.592
158	22.603
85	22.619
4	22.62
70	22.628
180	22.633
5	22.646
88	22.648
199	22.655
3	22.659
100	22.676
64	22.69
142	22.69
193	22.691
55	22.698
105	22.702
32	22.703
35	22.706
74	22.708
44	22.736
156	22.738
8	22.752
174	22.758
169	22.762
181	22.771
146	22.776
62	22.782
18	22.79
163	22.792
186	22.792
81	22.797
131	22.802
147	22.804
149	22.825
83	22.847
175	22.852
2	22.882
185	22.882
95	22.897
132	22.899
165	22.901
48	22.921
84	22.926
56	22.928
179	22.951
0	22.976
188	22.983
34	22.985
9	23.012
198	23.018
187	23.07
57	23.083
67	23.121
38	23.153
25	23.162
119	23.232
23	23.264
58	23.295
1	23.299
164	23.314
75	23.325
50	23.422
150	23.463
154	23.529
86	23.533
89	23.563
12	23.693
98	23.728
76	23.799
10	23.826
14	23.828
99	23.845
11	23.893
47	23.94
117	23.958
73	23.962
151	23.977
79	24.029
16	24.06
22	24.273
24	24.433
134	24.473
141	24.651
82	24.992
91	25.061
72	25.167
101	25.453
136	25.61
19	25.677
21	26.264
140	26.85
15	27.102
135	27.625
104	27.802
94	28.088
107	28.921
109	29.479
103	29.504
106	29.762
97	29.959
118	30.253
108	30.399
114	30.678
130	30.768
111	31.251
123	31.323
133	31.566
122	31.641
120	31.908
126	32.599
129	32.944
127	33.637
121	34.673
112	34.674
113	34.752
116	35.137
115	35.294
110	36.392
